East Anglia,England E & NE,England NW & N Wales,England SE & Central South,S Wales & England SW,Midlands,Scotland E,Scotland W,Scotland N,N Ireland
44,56.2,134.7,65.5,153.8,71,114.6,224.3,227.8,122.8
67.7,36.3,77.1,109.1,106.1,62.1,50.6,101.6,70.6,58.9
50.2,58.4,123.7,86.9,124.9,69.7,87.1,128.6,96.6,89.6
46.9,56.9,75.2,48.8,61,53.2,71.5,120.9,194.6,52.3
20.3,39.1,54.7,25.8,37.4,33.8,72.9,87.7,79,46.5
90.7,85.5,131.8,85.8,101.3,97.6,102.7,137.8,128.2,99.6
68.5,88.6,112.6,89.2,123.9,82.5,91.1,122.2,89.4,93.6
81.4,142.6,197,106.4,154.4,117.5,148.1,161.6,102.7,104
98.8,120.8,181.3,138.6,176.2,121.4,177.1,193,174.1,135.5
50.6,63.1,128.1,52.7,97,62.6,145,182.4,191.7,92.9
73.9,86.1,149.4,84.3,121.5,85.5,111.3,172.9,158.3,113.6
60.4,71.1,46.2,106.4,101.4,64.6,67,41,25,60
84.6,117.7,253.6,118,221.7,135.2,207.3,342.2,286.4,184.3
31.9,51.4,142.1,48.4,119.5,68.9,87.4,159.9,177.3,122.2
43,72.5,91.3,60.8,117.2,61.1,138.5,157.8,99.7,102.1
30.7,27,45.1,51.3,49.2,31.2,47.4,72.5,69.3,52.6
45.5,39.4,36.3,45.2,29.6,30.4,46.1,44.4,52.9,34.3
60.1,105.5,172.7,65.4,101.1,86.3,116.5,161.3,113.7,135.4
55,33.1,96.9,47.8,67.9,43.1,61.6,115.8,113,61.9
53,102.1,163,58.8,100.1,78.5,140.8,165.1,113.7,152.2
18.6,20.5,59.6,28.4,47.2,21.4,91.5,116.6,110,88.5
70.2,105.2,180.3,151.3,208.3,119.8,147.7,253.9,175.5,156.4
55.7,85.7,217.4,84.1,172.9,99.6,129.2,237,209.9,149.5
68.9,51.5,102.4,80.6,135.2,60.8,102.2,176.1,160,102.3
40.2,51.2,51.6,33.7,58.1,38.1,46.3,67.2,50,50.6
14.8,24.2,31.4,21.6,49.1,17.9,49.9,69,32.9,87.2
2.1,6.4,24.7,2.9,18.1,6.8,15,36,33.2,13.5
32.1,32,38.9,24.9,25.4,28.3,50.3,52.5,76.5,35.5
34.2,35.1,74,49.1,96.7,49.4,73,119.8,84.2,71.7
22.6,40.5,63.5,37.6,71.4,38.7,62.3,98.5,98.8,71.4
63,64.9,108.4,41.1,69.4,51.5,98.3,131.2,87.7,89.4
28.1,69.4,146.7,49.9,89.8,57.9,122.4,197.2,168.9,168.5
13.4,22.7,60,12.9,28.2,23.9,31.4,65.3,140.4,32
76.6,77.3,177.5,102.8,191,101.4,122.8,219.3,240.8,143.6
107,103.7,248.7,191.1,324.4,167.8,131.3,240.4,165.6,130.5
105.6,129.2,234.3,179.5,275.4,153.6,214.8,349.6,235.1,203.5
48.4,92.9,191.1,101.1,200,114.6,122.4,238.2,212,120.1
19,32.4,15.5,27.4,31.9,17.8,35.9,12.4,30,24.8
35.3,61.2,88,39.2,79.6,63,62.1,100.8,88.3,73.5
50.7,70.2,75.7,54.1,87.3,72.5,62.2,64.7,59.8,51.9
69.1,39.4,56.5,61.3,61.5,55.6,47.8,68.4,80.8,50.5
24.4,38.9,60,22.9,35.1,37.2,61.8,96.1,91.2,60.9
90.6,137.8,135.4,63.5,97.8,113.6,92,107.9,73.5,112.3
65.2,103.4,175.7,87,133.8,82.1,181.3,216.8,190.5,190
107.5,98.1,106.5,87.6,145.4,98.7,140.9,117.7,106.5,92
23.8,65.5,198.4,49.1,159.8,75.8,140.7,253.3,222.1,160.5
91.5,97.3,159.8,131.2,164.6,94.8,137.7,197.7,204.3,118.9
53.2,65.7,147.5,80.6,151.9,78.5,118.5,177,139.6,108.6
46.4,65.2,127.6,54.1,113.3,56.6,102.1,176,196.7,106.1
57.9,60.7,124.8,55.4,103.7,71.7,78.3,155.9,174,96.8
8.3,25.6,24.6,12.8,45.2,8.3,36.4,37.3,40.5,46.1
81.7,85.7,96.2,85.4,88.4,92.9,74.2,73.7,98.4,81.6
72.1,71,93.9,73.4,107,86.9,104.7,112.2,116.4,110
38.5,100.7,156.8,50,103.5,99.2,128.4,176.1,118.5,138.6
86.6,106.7,121.3,91,138.3,95.7,122.9,140.9,133.7,118.4
92.3,97.9,143.1,105.9,127.1,118.4,89.3,65.2,51.3,81.5
57.7,82.8,89.8,51.3,66.2,75,44.7,55.5,55.1,67.2
19.7,35.6,79.1,16.7,36.9,24.5,67,137.5,142.9,71.3
51.6,87.1,221.9,101.3,226.5,107.2,178.6,266.3,138.2,160.6
24.8,37.1,90.6,21.8,68.7,33.6,75,175.9,190,88.8
26.2,48.6,168.7,70.7,162,67.6,134.7,260.2,267.1,106.9
11.7,19.4,4.2,6.9,1.9,7.5,10,3.3,22,5
38,57.5,86.7,43.7,73.7,49.6,86.2,95.1,97.8,65.9
64.1,61.8,113.5,70.3,96.8,81.3,106.4,137.8,153.4,92.8
97.9,114.9,115.4,110.2,125,144.2,87.6,86.1,82,74.3
14.7,25.2,40.3,36.1,58.5,24.9,33.2,53.8,29.8,42.9
69.8,90.9,149.7,83.3,106.8,90.9,105,142.2,132.7,123.8
52,51.1,48,28.5,43.1,52.7,39.7,80.6,105.3,68.9
48.2,74.8,135.9,74.9,136.5,74.5,94.1,162.8,161.7,101.1
108.3,107.4,202.7,155.3,229.7,112.9,207.5,222.8,193,106.3
34.6,41.6,99.1,41,89.9,52.8,74.2,153.3,187.9,73.8
12.7,38.4,107.8,23.5,89.5,30.4,149.3,260.6,147.9,150.3
30.7,51.3,115.7,57.8,100.3,53.7,103.8,169.7,167.5,81.3
40.9,93.2,117.4,84.2,120,89.2,108.1,139.9,135.8,89.2
49.7,52.3,80.9,78.4,105.5,66.8,57,97.1,65.1,70.9
26.3,34.2,43.6,28.7,47.9,29.6,55.5,92.7,118.5,44.6
42.2,53.7,56.9,51.9,59.1,48.3,45,84,41.4,69.6
53.8,49.6,74.5,49.2,65,54.5,44.7,82.6,71.6,71
36.8,51.4,85.5,50.6,79.3,52.8,102.5,138.2,98.4,83.4
20.9,24,60.6,22,43.5,21.2,46.4,124.9,144.8,63.8
62.4,50.6,34.3,84.4,54.5,43.5,50.3,36.5,35.3,20
53.8,107.9,134.5,52.3,149.6,97.2,132.2,119.6,181.7,86.2
44,75,52.5,26.9,34.6,38,90.4,81.2,80.6,43.5
13.5,24.9,29.8,16.6,48.1,12.8,39.8,58.4,40.6,61.4
33.9,54.5,134.6,64.1,124.5,64.6,114.1,224.9,199.9,105.2
11.2,22.4,10.2,4,10.5,10.6,17.4,32.1,84.6,11.1
44.2,73.7,84.5,72,93.4,56.7,96.4,94.6,110.2,68
52.9,84.1,83.2,58.6,88.3,61.7,147.5,114,166.6,83.4
26.4,35.7,96.2,19.9,53.8,33.2,77.9,117,105.1,85.5
32.9,45.2,63.1,34.7,49.1,33.1,49.6,75.9,58,53.3
37.1,56.4,50.3,40.1,28.5,42,90.5,94.4,145.3,66.2
47.4,71.3,130.7,63.1,116.2,57.2,121.1,158.3,142.6,144.2
41.1,47.8,117.2,50.3,99,54.5,107.8,203.8,144.4,160.7
38.6,78.7,176.7,48.3,112.4,57.4,150,255.6,235.7,140.9
41.3,63.3,54.6,69.6,58.3,51.4,55.1,54.5,81.7,35.4
95.8,114.6,196.5,196.8,304,133,182.4,245.1,135.7,158.3
51.1,57.4,63.9,25.4,37.4,30.8,54.7,100.9,155.7,53.1
54.4,82.9,167.4,89.5,130.1,79.1,98.8,194.9,191.1,115.8
14.1,23.3,38.9,15.8,35.8,21,55.3,73.3,106.7,39.7
69,75.2,101.7,93.3,143.7,90.2,115.5,108,91.1,80.3
31,20.7,33.4,35.6,48.5,24.7,31.7,24.2,47,30.2
70.2,72.3,125.1,89.3,120.7,87.7,105.9,128.9,102.2,117.2
18.1,17.5,46.4,22.6,21.8,19.6,39.8,76.5,87.1,35.2
36.4,55.1,63.6,78.8,67.3,46,75.6,97.4,136.8,66.1
90.9,118,201.4,112.6,162.4,119.7,137.6,202.8,208.8,131.1
64.4,110.3,207.9,111.2,168.1,113.5,184.2,298.8,276.4,145.1
93.2,115.5,147,162.9,194.8,132.6,138.5,176.2,127.6,134.7
55.6,62.8,91.9,99.3,131.7,85.2,77.3,118.2,102.7,96.7
82.5,104.9,149,123.3,163.6,97.6,139.4,145.5,117.8,127.1
58.7,75.2,73.7,60.1,89.9,60.8,91.2,85.2,71.9,61.9
18.9,45.1,77.3,49.5,101.3,53.3,68.4,100,62.3,70.1
35.5,41.6,42,49.4,74.4,47.7,34.6,42.7,58.2,27.4
24.5,40.7,39.1,14.6,32.7,25.7,35.7,67.3,48.9,46.1
91.1,90.2,119.1,79.7,83.4,96,48,75.4,42.8,82.3
114.5,102.3,143.7,108.3,195.6,128.6,133.6,168.2,149.3,183.3
22.3,48.7,65.2,18.7,23.7,27.5,56.4,106.1,99,72.8
65.6,76.8,137.9,73.6,97.2,84.5,98.2,132.4,102.5,126.5
45.8,56.9,108.2,47.6,64.9,54.8,87.4,182.4,189.2,91.7
73.9,79.5,145.8,103.4,133,80.7,86.3,141.2,111.8,118.3
41.8,56.6,168.1,75.4,148.5,72.1,121.8,233.9,248,115.1
92.4,93,132.2,143.5,191.6,98.3,190.3,219.8,197.1,155.3
79.8,88.8,174.5,130,196,112.9,112.5,168.5,143.8,135.6
77.4,82.5,63.9,100.9,119.2,72.8,93.5,51.9,68.7,74.6
68.6,72.5,93.7,68.4,90.5,70.2,46.8,81.9,36.7,70.1
75.1,86.3,58.1,71,64.6,71.4,70.4,63.1,60.9,46
44.6,39.8,63.7,41.7,39.9,35.3,53.3,105.5,86,59
48.6,64,72.6,35.8,80.4,67.8,113.4,151.9,101.1,117.8
37.5,41,59,36,34.3,28,94.9,106.5,102.9,95
49.3,44.3,80.9,58.5,88.6,48.4,59.4,117.3,117.2,80.7
48.2,62.8,84,88.2,107,73.1,94.8,107.8,82.5,61.3
44,48.4,49.3,43.9,66.4,41.8,27.7,38.3,51.1,48.5
80,108.9,92.1,104.2,109.9,68.8,111.3,95.3,63.5,91.1
64.8,76.3,168.2,87.6,166,89.3,154.8,245.4,242.9,132.9
17.4,32.8,54.3,20.1,51.3,25.9,55.9,115.3,144.3,53.2
9.9,14.2,57.4,10,17.8,11.8,48.9,151.9,204.6,51.5
9.5,6.6,14.1,5.9,5.3,4.5,14.8,23.9,45.2,7.9
50.1,76.1,94.5,53.2,85.5,59.3,97.9,118.7,96.4,85.1
21.2,63,135.6,20.5,71.1,49.2,123,187.1,157.9,115.4
40,81.4,146.5,54.1,110.8,77.4,121.2,166.7,150.9,139.5
42.9,71.1,103.6,58.7,121.4,84.8,58.1,96.6,103.9,70.3
60.2,55.7,63.9,55.9,59.7,53.4,101.5,146.9,125.3,79.2
66.2,110.1,240.7,91.4,167,102.6,171,298.3,276,183.2
58,83.5,184,102.5,199.2,90.6,172.7,294.4,247.6,159.7
76.8,106.2,130.6,93.7,135.1,96.1,113.4,155,143.1,121.9
119.4,124.5,182.7,137.9,192.7,138.9,130.8,138.9,137.3,111.3
19.5,40.3,126.8,37.7,89.9,42.9,106.8,205.8,177.5,88
47.5,72.5,87.6,38.5,55.9,49,95.4,131.2,120.8,101.5
63.6,40.8,66.9,68.2,84.8,56.1,48.8,75.2,87.1,62.5
27.7,34.4,31.6,37.7,26.8,32,35.3,35.9,36.2,31
45.2,68.1,89,43.3,78.9,52.1,57,82.2,56,67
53.3,90.1,195.2,92.8,208.1,127.3,132.5,176.4,189.1,129.1
75.5,65.8,68.7,59.2,90.1,67.8,58,63.5,72.5,47.6
33.7,37.8,39.9,27.9,28.3,27.1,67.2,90.9,63.6,67.3
135.5,116.9,75.6,159.9,103.5,92,136.1,84.2,67.2,78.9
99,95.5,203,149.7,249.1,120.6,161.9,262.3,199.6,153.9
39.2,49.2,86.2,44.7,84.3,50.6,59.5,99.5,100.4,91.8
43.6,49.3,74.1,68.6,90,69.4,46.6,76.2,40.4,104.4
41.2,52.1,74.3,68.5,118.2,64.6,54.6,69.9,62.3,85.9
67.4,62.3,109.1,77.3,92.2,56.8,97,154.2,105.6,127.1
37.5,42.5,73.6,40.5,78.7,63.3,71.2,85.9,104.7,111.2
29,31.1,51.1,29.7,49.1,43.4,43.5,50,55.8,35.6
13.1,19.9,29.4,15.8,22.5,22,23.4,38.4,53.4,38.5
83.6,154,130.9,78,112.1,89.8,182.6,138.9,196.2,123.3
10.2,27,45,2.6,10.8,12.1,45.1,85.7,115.9,31.2
22.2,43.9,113.6,40.5,60.2,38.2,74.5,145.9,114.2,83.7
56.6,89.4,141.7,97.4,143.7,97.2,131.1,185.1,145.1,135.4
155.2,107.2,198.1,199.6,260.7,168.9,176.5,209,229.1,136.6
43.3,64.5,119.8,49.8,109,54.3,102.5,208.1,179.7,134.9
56.2,80.9,59.7,79.3,113.9,84.2,80.8,30.3,62.9,67
51.9,108.1,126.2,73.7,130.2,77.5,128.6,126.6,121.4,94.1
77.5,79.2,92.8,80.9,100.2,80.2,65.8,84.5,63,98.7
28.9,35.3,48.6,41.9,41.8,40,56.9,66.5,69.1,53.7
48.1,46.9,80.7,49.9,71.3,59.4,74.2,84.8,58.7,60
22.5,15.1,21.8,47.3,48.8,34.3,26.3,35.4,29.8,15
64.6,67.7,58.2,75.4,62.7,84.8,87.1,109.3,103.9,98.8
103.1,86.6,149.2,113.8,145.4,104.8,119.8,177.6,183.3,118.5
12.1,16.9,34.4,13,25.1,16,37.3,74.5,62.4,34.5
53.7,96.4,147.2,34.6,87.3,73.8,130.7,155.1,162.7,128.1
60.7,80.9,87.5,81.3,88.6,76.3,145.9,146.5,157.2,137.8
31.3,19.9,75.3,51.2,99.4,38.5,66.8,106.5,162.1,60.3
64.8,82.8,142.9,81.3,143.3,82.3,127.9,200.1,141.3,175.9
24.4,41.7,51.2,18.2,14.8,26.7,57.3,70.2,94.2,56
44.4,38,85.7,63.9,89.6,54,62.3,102.1,51.5,93.2
20.3,29.9,65.1,39.3,58.9,34.9,59.9,78.7,52.8,61.3
58.2,65.9,110,88.8,162.2,90.8,93.7,101.2,72.8,101.2
18,32.3,20.6,9,13.4,16.6,37.3,61.8,77.7,14.4
71.5,74.8,116.3,52,83,59.7,82.6,129.9,128.2,117.4
42.9,65.9,125.7,79.8,121.6,79.4,95.9,181.2,151,152
41.5,61.8,112.9,53.9,99.4,43.1,112.5,200.6,174.8,141.6
88.7,64.7,142.7,98.9,110.8,75.5,118.6,204.7,238.3,100.9
64.2,35.2,32.6,48,32.6,38.7,27.8,49.1,86.4,28.4
57,60.6,155.4,93.5,174.1,76.4,125.3,244.8,214.8,136.9
100.6,102,181.5,145.9,216.7,122.5,131.8,192.1,129.7,139.1
20,28.3,93.9,38.5,73.5,37.4,80.7,170.5,196.2,72.7
13.8,20.4,40.5,14.7,34,26,46.8,82.3,111.1,37.3
24.2,34.8,66.6,28,38.5,31,67.2,130.3,159.2,68.9
41.8,75.4,109.4,69.4,109.5,73.8,108.3,117.1,93.6,104.4
48,51.4,104,38.4,74.1,56.1,79.2,134.4,97.6,93.4
27.6,38.4,92.8,53.7,85.3,36.8,61.4,89.9,103.2,60.2
39.3,90.3,162.1,45.5,111.1,65.6,139.8,204.7,153.3,171.4
48.6,82.4,142.5,46.1,127.2,69.8,95.8,129.4,133.6,82.4
41.6,54.3,144.3,85.8,124.9,60.8,148.9,288.6,207,101.9
47.1,65.5,96.4,46.6,95.3,52.7,75,117.7,170,90.4
32.3,34.6,65.5,53.2,84.1,35.3,50.6,107.3,103.3,75.2
42.4,57.7,157.8,51.2,115.3,75.5,94.3,192.2,234,119.4
31.2,55.7,60.6,23.2,34.5,39.2,51.3,67.5,107.1,37.9
9.4,14.7,23.5,5.3,11.7,10.2,27.7,36.9,103.4,23.9
42.5,55.3,65.7,39.2,67.7,52.6,69.1,98.4,85.1,62.5
26.5,43.4,71.9,16.6,38.5,34.9,80.3,108.7,121,57.4
41.1,63,92,46.7,79.2,56.9,86.6,126.5,140.7,81.3
51,69.8,92,63.6,82.9,64.3,76.1,105.1,49.2,102
49.2,73.3,92.7,61.2,91.4,70.2,70.3,113.8,98.6,88
80.4,128.5,153.2,63.2,103.2,94.3,116.9,164.8,129.2,145.8
84.9,81.1,149.6,116.6,167.5,91.6,125.1,175.8,179.1,136.4
91.2,127.8,210,131.8,219.2,120.2,160.5,229.5,174.8,150.9
31.8,54.5,123.5,59.1,112.8,54.9,120.9,194.5,171.2,131.6
51.3,104.4,103,49.8,97.4,58.8,125.5,124.2,145.3,97.8
39.4,59.2,139.1,53,123.4,64.8,110.4,225.3,181,99.5
27.6,20,60.3,28.6,49.4,25.5,53.2,114.5,115.8,44.2
33,46.4,67.2,28.6,47.1,37.6,47.2,71.2,78.8,48.8
57.2,71.1,109.8,56.8,103.3,72.3,124.6,135.1,106.2,116.3
48.1,66.7,109.2,59.2,116.8,75.4,89.4,134.9,127.9,118.5
41.3,46.6,78.4,72.8,91.5,54.3,86.7,110.2,89.7,119.5
59.7,82.7,69.4,49.8,77.9,67.4,88.5,62.7,87,46
52,49.1,95.1,51.9,89.8,48.7,121.4,179,146.8,90.3
57.4,86.9,151.1,85.3,127.5,103.7,133.8,162.5,126.4,111.7
18.4,22.5,14.2,11.5,29.1,11,29.3,21.9,36.9,27.7
67.1,46.7,104.1,102.9,178.7,76.5,147.5,146.6,152.4,110
36.3,54.2,157.1,63.4,145.7,70.2,100.3,216.9,158.4,125.3
55.1,48,148.4,71.6,113.2,80.1,68.3,117.3,160,81.4
30.6,36.1,50.3,33.6,48.2,27.7,67.8,90.9,71.8,46.6
26.8,36.4,38.9,57.3,58,43.3,24.8,62.4,93,28.6
44.9,48.7,51.9,87.8,112.9,63.9,55.5,32.4,39.7,33
70.3,64.7,111.1,75.2,112.5,72.7,85.8,116.2,127.2,96.2
93.1,85.2,110.4,47.4,63.8,58.5,122.3,136.2,183.5,107
95.1,112.1,164.1,126.7,169.6,133.7,119.2,127.1,123.1,145.4
70.5,104.9,182.5,100.1,177,108.9,144.6,218.7,179.9,181
36.8,36.2,30.8,32.9,57.4,28,15.9,19.6,22.3,40.7
95.8,137.4,197.7,136.2,216,143.8,185.6,203.5,152.7,124.1
59.7,73.3,144.6,78.2,142.6,72.9,114.3,176.9,133.1,131.1
43.3,65,119.9,63.8,121,60.4,130.4,163.9,115.3,109.1
40.7,68.8,37.4,43.3,52.1,48.1,60.7,18.4,24.7,35.5
111.6,120.8,180.7,153,233.4,145.7,120.6,121.1,60.7,141
40,82.9,130.8,54.5,96.6,65.8,147.3,209.5,220.1,105
16,41.2,86.7,39.5,81.3,56.9,104.7,122.3,60.9,105.5
57.9,71.7,81.4,55.3,75.9,49.7,88.9,124.3,107.6,107.3
47.7,65.1,99.8,50.4,77,67.5,88.9,131.8,91.9,115.9
4.5,6.2,10.2,11.7,24.5,13.1,4,2.8,5.7,12.6
28.2,41.6,93.3,34.7,61.6,41.4,92.7,164.6,196.8,82.6
6.2,18,23.5,15.9,36.9,13.7,59.5,76.7,88.8,58.7
30.9,63,169.1,39,114.5,63,130.6,231.7,244.3,148.4
63,58.4,94.9,73.3,111.6,64.9,65.1,92.6,106.6,80.2
92.2,163,252.1,133.1,242.6,144.2,166.7,237.3,164.7,173.8
24.2,39.9,89.4,37.3,62.6,41.1,97.1,148.3,145.1,67.5
17.9,28.2,74.8,24.2,58.6,30,64,143.1,120.2,72.9
35.6,46.2,62.2,41.9,69.4,48.9,65.2,104.6,123.2,60.9
68.6,47.1,48.8,75.8,84.5,65.9,78.2,50.5,71.4,50.3
66.7,106.6,153.8,64.2,91.2,78.1,135.1,153.7,116.4,100.7
37.1,34.1,76.1,32.9,62.1,35.9,82.5,127.9,108.7,85.4
88,110.2,146,97.9,130.6,105.4,208.1,199.3,161.3,108.3
41.4,64.4,123.3,57.7,94.3,66.5,101.7,219.6,186.2,109.4
51.5,47.1,93.7,58.4,124,64.5,111.4,216.4,183.6,91.2
37,37.4,96.9,47.4,78.4,41.9,62.2,137.2,147.9,79.8
43.6,70.3,142.9,105.3,200.9,95.2,153.9,222.8,181.2,163.5
26.6,32.9,91.3,30.7,49.6,36.5,90.4,183.6,247,92.4
23.7,29.9,78,34.8,54.2,32.8,78.8,169,182.1,77.1
24.3,29.3,62.3,32.2,54.4,39.9,55.9,86.3,103.3,68
39.4,54.6,124.5,42.5,80.9,63.2,72.3,181.2,155.7,80.8
52.9,37.8,82.1,54.7,91.4,61.7,62.6,74.8,86.2,59.2
18.6,21.5,25.2,16,18.9,15.9,40.5,40.9,48.1,30.6
42.4,59.9,71.1,25,49.3,60.2,59.1,72.1,61.4,69.2
36.8,55.2,78.5,37.2,67.3,44.3,109.2,147.9,167.6,88
24.5,33.1,46.2,50.3,79.9,39.7,50.9,77.7,94.4,69.5
103.5,94.1,167.5,191.7,221.5,126.4,135,212,138.8,145.4
57.8,98.9,166.8,89.7,153.1,90.2,119.3,197.2,150.1,103.8
38.4,79.8,191.3,44.3,107.6,68.3,147.8,295.6,298,147.2
28.8,41.1,69.4,24.2,42.5,27.5,71.4,127.2,151.7,65.2
78.9,104.4,170.7,128.2,204.9,126.1,115.3,160.8,152.2,99
13.1,28.6,73.5,33.5,66.9,33.1,81.4,119.1,104.1,54.7
47.1,66,107.9,65.1,84.1,64.8,85,130.5,175.9,121.1
53.8,52.7,41.3,43.6,56.8,51.3,46.3,56.6,51,37.9
41.9,42,71,35.4,51.5,43.8,52.7,99.1,108.2,63.8
98.8,78.7,107.5,99.9,130.4,78.2,122.1,175.1,120.1,163.6
59.1,103.4,191.1,83.2,190.5,99.6,115.6,193.1,136.6,154.3
73.4,99.7,233.7,84.9,189.7,102.4,199.4,319.9,271.8,197.1
15.3,38.4,104.5,18.5,68.1,31.5,74.7,168.7,156,102.5
105.1,126.6,143.4,155.3,199.9,116.2,120.9,130.8,146.5,87.1
41.9,62.3,90.5,54.1,106.8,45.8,65.1,75.6,124.6,100.8
60.5,63.4,120,90.2,141,73.7,115.3,180.4,162.7,97
87,76.1,119.7,154.8,138,86.3,104.7,111.7,114.8,95.6
78.7,89.3,145.7,100.1,138.1,102.2,83.2,113.2,97.7,81.5
77.9,50.8,83,71.1,93.6,60.1,96,102.5,160,51.9
58.3,97.1,66.8,64.3,80.9,84.8,54.8,52.3,28.6,54.4
30.2,33.4,37.2,32.8,31.7,30.1,57.2,64.7,66.5,68.5
40.3,44.1,74.7,47.3,48.7,38.4,100,116.8,123.5,93.8
85.4,126,143.2,120.8,161.6,119.3,134,171.8,143.7,130.6
64.5,40.1,130.3,87.1,119.4,59.5,64.9,136.3,85.1,75.5
21.5,32.6,34,32.3,39.7,26.3,29,52.8,86.7,34.8
92,149.4,236.6,175.3,227.4,168.9,231.8,248.6,194.6,170.9
39.7,73.3,221,70.6,131.4,79.1,118.4,269.8,237.1,134.5
51.2,60.5,134,63.6,129.6,67.1,85.1,167.3,161.9,136.8
20.3,17.9,42.7,22.4,33.1,18.6,36,63.7,101.7,39
70.2,55.8,70.1,78.6,97.7,59.1,85.1,112,114,51.8
33,38.7,80.9,43,89.8,52.6,54.6,78.4,68.4,43.4
37.9,43.2,69.5,62.3,95.8,66.8,66.2,62.9,78.4,41.6
34,47.3,86.9,37.8,67.9,52,77.9,108.9,103,71.8
22,35,62.1,16.9,43.6,27.8,60,106.5,88,50.2
75.5,67.8,125,89.6,155.1,88.7,106.2,153.4,141.6,132.2
72.9,93.8,112,87.8,105.2,58,66,106,132.9,58.1
56.6,80.1,139.9,96.5,147,99.4,113.5,163.1,164.6,124.2
95.1,77.7,84.3,101.8,120.6,65.2,88.8,85.3,130,81.1
57.5,66.7,125,75,115,70.3,109.4,169.6,167.5,115.9
25.5,26.1,55.9,27,37.1,25.3,42.8,95.7,122.5,38.6
35.5,49.1,64,40.4,63.3,45.7,44.8,81,118.2,39.6
14.2,12.9,46.4,11.6,55,30.7,22.5,42.5,64.4,16.1
53.3,66.5,94.5,60.5,90.6,64.9,82.6,88.4,122.3,55.8
37.4,57.9,67.9,50,82.7,51.9,68.8,90.5,103.5,60.2
65.8,67.4,65.4,50,64.5,58.6,73.5,47.1,68.6,51.6
68.7,68.1,145.9,89.3,127.4,82.4,126.4,188.8,149.7,138.3
54.5,82.6,125.7,54.4,98.6,78.3,69.8,134.5,128.1,100
38.8,51,145.4,81.5,122.7,60,107.6,193.7,127.1,94.9
60.7,50.3,65.3,89.1,94.9,57.5,61.9,129.2,98.8,63.7
32.7,54.9,159.1,43.1,101,51.6,118.5,257.2,232.3,101.5
20.3,33.1,62.5,21.5,40.2,30.4,114.1,165.5,146.1,92.5
33.8,58.5,108,42.9,81,47,86.6,169.2,138.7,86.1
51.7,60.3,102.3,69.5,125.8,67.5,91.3,135.8,104.3,117.8
56.4,49.3,92.6,77.7,115.3,61.2,79.9,118.6,98.7,98.3
8.3,12,34.2,8.8,22.4,12.2,37.2,58.1,63.1,24.1
54.5,87.9,94,58.4,85.6,74.2,139.6,113,115.5,110.9
61.5,57.2,118.6,91.7,117.6,82.1,73.2,130.2,112.1,78.1
67.9,59,143.8,78.6,111.6,72.7,79.7,131.2,110.2,115.4
105.2,138.5,152.3,87,114.6,119.5,113.4,151.6,99.1,82.9
42.7,73.7,167.4,66.8,135.3,71.7,107,224.3,163.6,131.8
51.1,118.1,254.5,66.9,166.3,102.9,190,292.6,245.5,164.5
98.1,122,232.7,146.2,244,145.9,183.9,268.1,186.3,150.7
48.3,72.5,159.9,64.1,124.7,78.7,155.7,241.7,272.5,136
51.3,56.5,92.8,85.5,125.3,64.5,62.2,110.1,101.8,110.7
50.6,63,63.6,45.6,82.5,49.8,84,90.8,111.3,98.7
37.6,54.5,59.4,34.1,63.7,62.3,52,55.9,50.6,32.3
11.4,25.2,69.8,10.7,58.2,29.3,36,102.8,76,70.6
76.4,70.5,111.5,108.9,122.7,104.1,80.6,107.4,97.3,83.2
59.6,63.9,112.8,64.7,117.9,80.2,41.2,102.7,67.5,119
7.5,29.1,39.5,22.4,38.7,19.9,32.5,45.4,23.5,39
33.6,23.4,46.6,27.9,23.2,19,27,49.5,34.7,31.9
44.8,34.9,82.2,47.3,60.8,40.4,66,154.5,157.3,107.6
83.9,50.6,80.9,96.1,83.1,48.3,100.5,132.3,181.3,78.2
23.9,42.5,61.6,50.2,111.1,57,57.3,83,67.2,72.2
42.2,86.9,154.1,87.9,178.2,77.3,185.4,230.3,235.4,132.4
86.6,107,123.2,120.1,146.2,103.4,97.6,122.9,156.7,93.9
25.5,52.2,25.2,12,14.5,20.3,59.9,54.6,101.4,43.8
18.6,27.8,53.4,19.5,47.9,27.4,59.1,80.2,63,52.1
26.2,31.2,50.1,37.5,38.5,43.9,38,52,89.7,38.3
16.6,19.6,49.9,10.7,30.6,19,40.8,94,114.2,38.7
57.5,80.1,70.1,59.7,71,68,82.9,98.2,84.7,90.1
76,93.1,145,85,108.2,92.2,134.4,165,177.6,122.1
104.9,171.5,250.7,100.9,135.7,139.8,170.5,190.2,163.2,179.3
41.7,60.5,106.3,82.6,158.5,73.9,125.4,146.2,117.5,100.5
47.5,43.2,96.1,46.9,63.5,45.9,82.4,120.7,165.7,80.3
23.5,28.2,55.3,19.9,48.5,24.8,46,94.5,154.1,66.1
53.2,65.9,140.6,110.4,161.6,86.7,151.3,221.1,230.9,138.5
34.2,58.4,143.7,58.1,123.6,52.4,133,218.4,227.5,131.8
59.7,68.7,103.8,101.6,145.8,72.7,102.5,117,108.9,78.6
40,44.3,105.2,43.3,121.4,58.3,88.7,152.6,140,91.7
6.8,11.2,20.8,6.8,8.8,7,39.6,72.9,64.3,38.9
30.8,40.4,66.3,36.8,64.2,37.2,56.8,73.4,52,54.2
47.4,49,53.2,36.6,59,43.6,54.6,73.9,92.1,47.2
