East Anglia,England E & NE,England NW & N Wales,England SE & Central South,S Wales & England SW,Midlands,Scotland E,Scotland W,Scotland N,N Ireland
61.1,55.3,98.6,67.3,91,55.5,69.2,143.3,102.2,98.9
29.8,55.5,137,38.6,89,60.9,93.1,179.5,227.1,55.5
56.1,62.7,113.8,53,104.8,54.2,97.1,185.5,213.6,69.7
47.9,71.5,118.9,113.9,180.6,62.5,156.6,218.1,117.7,144.2
60.8,71.5,158.1,98.1,173.8,92.8,84.9,170.2,139.6,108.9
26.1,23,72.8,32.8,72.1,32.2,41.4,103.7,161,55.1
27.9,36.3,82.8,55.5,78,38.5,60.5,125.4,123.8,78.6
47.1,82.6,187.3,63.5,130.2,83.6,123.7,218.1,193.9,160.7
11,27.5,75.7,25.9,77.3,36,54.1,51.5,52.7,73.5
40.9,51.9,57.1,31,35.2,42.6,103.6,88.6,116.9,59.5
87.8,116,133.9,89.9,111.6,124.1,96.4,103.5,107.1,106.6
41.5,78.2,113.6,48.9,46.7,78.9,102.8,148.4,136.2,82.9
36.7,91,163.5,51.5,117.4,80.3,156.2,245.3,221.4,152.5
63.7,110.3,186.2,92,163.5,115,104.3,175.1,122,110.7
92.1,117.5,154.7,124.8,197.3,128.9,107.5,174.9,161.6,99.4
71.5,128.5,126.7,112.9,176.7,125.2,136.8,88.7,85.6,119.6
81.6,62.5,147.2,130,185,88.1,117.4,243.2,208.4,110.5
50.3,48,130.3,78.5,128.6,64.5,107.5,228.4,259.7,69.9
78.7,141.6,293.2,137.1,240.9,162,211.7,330.3,290.9,231.8
24.6,35.3,91.7,55,91.1,44.4,65.1,134.9,153.9,69.7
27,9.7,25.1,47.7,44.1,28.2,16.7,30.9,40.4,23.9
2.8,15.9,19.1,4.9,12.1,6.6,46.8,70.3,105.6,31
59.6,89.8,140.1,53,135.4,93.2,98.1,150,124.8,122.6
52.1,66,142.1,36.9,77,66.8,114.7,183.6,113.9,121.2
80.9,111.2,185.2,81.7,153.9,118.5,125.3,167.1,61.8,154.3
59.2,50.7,83.1,35.2,59.4,35.6,65.5,159.4,148.6,78.4
113.6,107.1,204.5,182.4,196.3,128.1,212.3,254.4,252.7,162.4
38.4,40.2,139.9,64.4,107.9,53.7,90.5,220.7,175,121.9
109.9,118.3,190.5,123.6,241,126.6,173.8,200.6,210.5,136.5
94.4,132,199.9,109,172.2,124.6,109.8,160.8,156.4,125.2
44.7,84.7,132.6,54.2,132.5,64,147,178.7,104.9,109.4
33.6,41.3,122.8,37.2,63.8,45.1,86.4,161.8,182.8,77.6
4.8,11.7,15.1,10,13.4,13.5,23.6,22.1,58.7,23
81.2,101.4,159.9,93.9,188.4,119.6,133.2,103.5,100,108.6
60,31.5,28.2,89.8,50.1,36.8,29.3,53.9,40.5,38.3
58.3,72.9,84.5,80.5,99.5,80.4,82.3,39.8,82.4,46.6
32.3,46.5,80.6,52.3,61.2,43.2,87,100.7,75.7,108
50.2,49.6,99.5,46.9,98.1,59.5,81,129,117.7,83.9
83.4,100.3,217.2,137.3,199.7,105.5,184.6,285.5,222.2,132.2
27,52.6,88.5,14.5,50.3,33.9,78.8,138.8,200.8,69.9
66.8,75.4,161.7,80.2,145.4,84.2,107.2,162.3,132.3,130.5
